,loyalty_number,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
11866,827339,Quebec,Montreal,H2Y 4R4,Female,High School or Below,50655.0,Married,Star,2789.75,Standard,2012,11,,
11867,343383,Alberta,Edmonton,T9G 1W3,Male,Bachelor,71335.0,Married,Star,2790.68,Standard,2012,8,,
11868,239749,Ontario,Ottawa,K1F 2R2,Female,College,72508.8482263336,Divorced,Star,8007.4,2018 Promotion,2018,4,2018.0,12.0
11869,562093,Alberta,Edmonton,T3G 6Y6,Female,College,69044.82005703112,Single,Star,2791.91,Standard,2016,10,,
11870,616857,Ontario,Toronto,M2M 7K8,Female,College,68886.80299781634,Single,Star,2791.91,Standard,2017,2,,
11871,259878,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,48317.0,Single,Star,2792.01,Standard,2017,5,,
11872,557996,Ontario,Kingston,M9K 2P4,Male,Bachelor,48317.0,Single,Star,2792.01,Standard,2017,1,,
11873,387648,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61018.0,Single,Star,2794.91,Standard,2015,12,,
11874,908801,Ontario,Toronto,P1W 1K4,Female,College,67053.23630547218,Married,Star,2795.32,Standard,2018,8,,
11875,781621,Ontario,Trenton,K8V 4B2,Female,Bachelor,82989.0,Married,Star,2795.55,Standard,2013,3,,
11876,669222,Quebec,Montreal,H4G 3T4,Male,Bachelor,71900.0,Married,Star,2796.87,Standard,2014,12,,
11877,481105,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,82839.0,Married,Star,2797.67,Standard,2014,5,,
11878,421923,Ontario,Ottawa,K1F 2R2,Female,Bachelor,67525.0,Divorced,Star,2798.83,Standard,2015,7,,
11879,305287,British Columbia,Victoria,V10 6T5,Female,Bachelor,89076.0,Married,Star,2799.47,Standard,2013,3,2017.0,4.0
11880,891335,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,57246.0,Married,Star,2802.62,Standard,2013,6,,
11881,517087,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76329.0,Married,Star,2803.6,Standard,2015,12,,
11882,166693,Alberta,Edmonton,T9G 1W3,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2012,7,,
11883,782549,Ontario,Toronto,M2M 7K8,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2013,11,,
11884,418166,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58988.0,Single,Star,2806.7,Standard,2017,3,,
11885,606396,Ontario,Toronto,M2M 7K8,Female,College,71929.288212617,Single,Star,8255.06,2018 Promotion,2018,4,2018.0,12.0
11886,162456,Quebec,Montreal,H2T 2J6,Female,Bachelor,72157.0,Divorced,Star,2808.08,Standard,2013,10,,
11887,851836,Ontario,Toronto,P1J 8T7,Female,Bachelor,93006.0,Married,Star,2808.61,Standard,2015,6,,
11888,981091,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,86578.0,Married,Star,2809.77,Standard,2015,7,,
11889,299830,British Columbia,Victoria,V10 6T5,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2016,2,,
11890,369388,Ontario,Trenton,K8V 4B2,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2018,11,,
11891,399670,Ontario,Toronto,M2Z 4K1,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2013,8,,
11892,860172,Ontario,Trenton,K8V 4B2,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2014,1,,
11893,864456,Quebec,Montreal,H2T 2J6,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2017,8,,
11894,123586,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68785.0,Married,Star,2813.51,Standard,2014,11,2018.0,11.0
11895,516255,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62075.0,Single,Star,2816.57,Standard,2013,6,,
11896,666381,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96898.0,Married,Star,2818.31,Standard,2014,12,,
11897,648432,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2017,8,,
11898,714939,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2013,6,,
11899,502952,Ontario,Sudbury,M5V 1G5,Male,Bachelor,58143.0,Married,Star,2820.74,Standard,2018,7,,
11900,414318,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,85573.0,Married,Star,2821.35,Standard,2013,10,,
11901,184478,Quebec,Montreal,H2Y 4R4,Female,College,66684.30469088313,Single,Star,2821.45,Standard,2017,11,,
11902,242387,Ontario,Sudbury,M5V 1G5,Male,Doctor,355375.0,Married,Star,8438.46,2018 Promotion,2018,4,2018.0,12.0
11903,460025,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49725.0,Married,Star,2823.5,Standard,2014,1,,
11904,984115,Quebec,Montreal,H2Y 4R4,Female,Bachelor,92551.0,Married,Star,2824.68,Standard,2016,7,,
11905,200877,Ontario,Toronto,M8Y 4K8,Male,Bachelor,79536.0,Married,Star,2826.31,Standard,2016,5,,
11906,561251,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79536.0,Married,Star,2826.31,Standard,2014,10,,
11907,419182,Ontario,Toronto,P1J 8T7,Female,High School or Below,46604.0,Married,Star,2827.44,Standard,2014,2,,
11908,709726,Ontario,Kingston,M9K 2P4,Female,College,65706.30433268182,Single,Star,2827.56,Standard,2012,4,,
11909,794024,Yukon,Whitehorse,Y2K 6R0,Male,College,64637.446834176866,Single,Star,2827.56,Standard,2013,5,,
11910,975199,Quebec,Montreal,H3T 8L4,Male,Bachelor,50830.0,Married,Star,2829.31,Standard,2014,6,,
11911,680193,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65099.0,Divorced,Star,2833.8,Standard,2012,5,,
11912,150656,Ontario,Kingston,M9K 2P4,Female,Bachelor,101286.0,Married,Star,2833.98,Standard,2017,10,,
11913,201816,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,101286.0,Married,Star,2833.98,Standard,2013,8,,
11914,351138,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,76565.0,Single,Star,2836.68,Standard,2014,7,,
11915,860848,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,53304.0,Married,Star,2837.16,Standard,2015,9,,
11916,355750,Quebec,Montreal,H2Y 4R4,Female,College,70830.7428170806,Married,Star,2839.01,Standard,2016,7,,
11917,432493,Manitoba,Winnipeg,R3R 3T4,Male,College,64368.856570047974,Married,Star,2839.01,Standard,2015,8,,
11918,494600,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2014,10,,
11919,996989,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2017,6,,
11920,874374,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70741.0,Divorced,Star,2839.8,Standard,2016,10,,
11921,892616,Ontario,Toronto,P1L 8X8,Male,Bachelor,56239.0,Married,Star,2839.81,Standard,2017,4,,
11922,532334,Ontario,Toronto,M2M 6J7,Female,College,70103.52192636274,Married,Star,2840.85,Standard,2016,1,2016.0,9.0
11923,321656,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,71632.91052449845,Single,Star,2840.9,Standard,2018,12,,
11924,532376,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,54205.0,Married,Star,2841.44,Standard,2018,7,,
11925,274622,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,99688.0,Single,Star,2842.03,Standard,2018,9,,
11926,207453,Ontario,Toronto,M2P 4F6,Female,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2016,5,,
11927,384296,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2014,12,2016.0,9.0
11928,819077,Quebec,Hull,J8Y 3Z5,Male,Bachelor,63952.0,Married,Star,2842.82,Standard,2015,5,,
11929,677669,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,81631.0,Married,Star,2843.56,Standard,2014,10,2015.0,12.0
11930,460037,Quebec,Montreal,H2T 9K8,Male,Bachelor,102416.0,Married,Star,2847.97,Standard,2017,12,2018.0,8.0
11931,933848,Ontario,Ottawa,K1F 2R2,Female,College,64099.4224546035,Single,Star,2851.65,Standard,2017,1,,
11932,434802,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2016,1,,
11933,640110,Quebec,Montreal,H2Y 2W2,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2013,8,,
11934,333694,Ontario,Trenton,K8V 4B2,Male,Bachelor,79543.0,Married,Star,2853.37,Standard,2015,3,,
11935,576176,Quebec,Quebec City,G1B 3L5,Male,Bachelor,95902.0,Divorced,Star,2853.6,Standard,2018,8,,
11936,654073,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,83953.0,Married,Star,2854.11,Standard,2012,4,,
11937,392802,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,104798.0,Married,Star,2855.69,Standard,2015,10,,
11938,782241,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69034.0,Divorced,Star,2855.93,Standard,2014,2,,
11939,377114,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99090.0,Married,Star,2857.11,Standard,2013,7,,
11940,178409,Ontario,Ottawa,K1F 2R2,Female,College,68237.12382982671,Divorced,Star,8714.92,2018 Promotion,2018,4,,
11941,245289,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,91832.0,Married,Star,2858.29,Standard,2013,9,,
11942,311795,Ontario,Toronto,P1L 8X8,Female,Bachelor,61693.0,Married,Star,2858.45,Standard,2017,5,,
11943,819969,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61693.0,Married,Star,2858.45,Standard,2016,7,,
11944,177993,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,69804.0,Married,Star,2859.41,Standard,2016,4,,
11945,113184,Ontario,Trenton,K8V 4B2,Male,Bachelor,104262.0,Single,Star,2859.8,Standard,2018,8,,
11946,424027,Ontario,Sudbury,M5V 1G5,Female,Bachelor,65265.0,Divorced,Star,2860.44,Standard,2013,9,2014.0,10.0
11947,802206,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52327.0,Divorced,Star,2860.75,Standard,2014,1,,
11948,377247,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68737.0,Married,Star,2860.86,Standard,2014,1,,
11949,589430,Quebec,Hull,J8Y 3Z5,Female,Bachelor,86081.0,Divorced,Star,2862.18,Standard,2016,11,2017.0,7.0
11950,500038,Ontario,Trenton,K8V 4B2,Male,College,71825.75216765741,Single,Star,2864.09,Standard,2017,3,,
11951,744138,Ontario,Toronto,M8Y 4K8,Female,Bachelor,98765.0,Divorced,Star,2864.54,Standard,2015,2,,
11952,500767,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,261234.0,Married,Star,2866.6,Standard,2012,9,,
11953,374679,Ontario,Kingston,M9K 2P4,Male,Bachelor,91737.0,Married,Star,2866.78,Standard,2015,12,,
11954,283110,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99089.0,Married,Star,2867.21,Standard,2014,11,,
11955,301112,Ontario,Toronto,P1J 8T7,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2015,11,,
11956,358979,Quebec,Montreal,H2Y 4R4,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2012,9,,
11957,429829,British Columbia,Vancouver,V1E 4R6,Female,Master,112860.0,Divorced,Star,2867.31,Standard,2015,12,,
11958,773676,British Columbia,Vancouver,V5R 1W3,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2018,10,,
11959,981737,Quebec,Montreal,H2T 2J6,Female,Bachelor,61210.0,Divorced,Star,2868.6,Standard,2017,3,,
11960,538854,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,46142.0,Married,Star,2869.3,Standard,2015,9,,
11961,918404,British Columbia,Victoria,V10 6T5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2013,6,2014.0,2.0
11962,973485,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2015,11,,
11963,544690,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,100822.0,Married,Star,2871.15,Standard,2017,9,,
11964,810755,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49324.0,Married,Star,2871.44,Standard,2012,7,,
11965,633202,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,90213.0,Single,Star,2872.67,Standard,2014,2,,
11966,672431,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58867.0,Married,Star,2872.98,Standard,2013,2,,
11967,680181,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56392.0,Married,Star,2874.09,Standard,2017,4,,
11968,853603,Ontario,Toronto,M2M 6J7,Male,Bachelor,61302.0,Divorced,Star,2876.82,Standard,2014,2,,
11969,226643,Ontario,Trenton,K8V 4B2,Male,Bachelor,60350.0,Divorced,Star,2877.81,Standard,2017,5,,
11970,251081,Quebec,Montreal,H2Y 4R4,Female,Bachelor,89853.0,Married,Star,2878.77,Standard,2018,11,,
11971,332711,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62821.0,Divorced,Star,2879.51,Standard,2013,7,,
11972,305857,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96153.0,Married,Star,2882.35,Standard,2018,5,,
11973,562084,Ontario,Toronto,M8Y 4K8,Male,Bachelor,96153.0,Married,Star,2882.35,Standard,2014,11,,
11974,730901,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,77699.0,Married,Star,2885.33,Standard,2018,9,,
11975,859176,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99756.0,Married,Star,2885.41,Standard,2015,11,,
11976,297218,Quebec,Montreal,H2T 9K8,Male,Bachelor,70669.0,Single,Star,2886.23,Standard,2017,5,,
11977,354176,Ontario,Toronto,M8Y 4K8,Female,Master,71038.0,Married,Star,2886.45,Standard,2014,6,2017.0,4.0
11978,547360,British Columbia,Dawson Creek,U5I 4F1,Female,Master,71038.0,Married,Star,2886.45,Standard,2017,3,,
11979,773290,Ontario,Toronto,P1L 8X8,Female,Bachelor,90879.0,Married,Star,2891.27,Standard,2014,2,,
11980,569846,Ontario,Toronto,P5S 6R4,Female,Bachelor,47990.0,Married,Star,2891.72,Standard,2017,12,,
11981,763000,Ontario,Kingston,M9K 2P4,Male,Bachelor,54156.0,Married,Star,2893.31,Standard,2017,3,2017.0,11.0
11982,707710,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,296657.0,Married,Star,8886.3,2018 Promotion,2018,3,,
11983,235229,Ontario,Ottawa,K1F 2R2,Female,Bachelor,27603.0,Single,Star,9075.77,2018 Promotion,2018,2,,
11984,190720,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77135.0,Married,Star,2893.81,Standard,2013,10,,
11985,292516,Ontario,Trenton,K8V 4B2,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018,9,,
11986,355724,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018,9,,
11987,729418,Ontario,Trenton,K8V 4B2,Male,Bachelor,84603.0,Married,Star,2895.21,Standard,2018,9,,
11988,467249,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2017,10,,
11989,689112,Ontario,Toronto,P2T 6G3,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2012,5,,
11990,415862,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,56600.0,Divorced,Star,2896.92,Standard,2017,3,,
11991,316082,Ontario,Kingston,M9K 2P4,Female,College,68253.85716285113,Single,Star,2897.49,Standard,2013,2,,
11992,671628,Yukon,Whitehorse,Y2K 6R0,Female,College,66682.6045339817,Single,Star,2897.78,Standard,2017,10,,
11993,632826,Ontario,Toronto,M2M 7K8,Male,College,65042.2401992209,Single,Star,2898.73,Standard,2017,3,,
11994,682571,British Columbia,Kelowna,V09 2E9,Female,Bachelor,56594.0,Divorced,Star,2899.32,Standard,2012,12,,
11995,940200,Ontario,Trenton,K8V 4B2,Male,Bachelor,76121.0,Married,Star,9152.49,2018 Promotion,2018,4,,
11996,301152,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49390.0,Married,Star,2902.62,Standard,2018,1,,
11997,869672,Ontario,Trenton,K8V 4B2,Female,College,67331.8534228523,Single,Star,9672.7,2018 Promotion,2018,4,,
11998,150671,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Star,2903.94,Standard,2015,1,2015.0,9.0
11999,891790,Alberta,Peace River,T9O 2W2,Female,Bachelor,81492.0,Married,Star,2903.94,Standard,2013,6,,
12000,295510,Quebec,Montreal,H2T 2J6,Male,Bachelor,64929.0,Married,Star,2906.89,Standard,2017,9,,
12001,375694,British Columbia,Victoria,V10 6T5,Female,Bachelor,64929.0,Married,Star,2906.89,Standard,2012,8,,
12002,182519,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69240.0,Divorced,Star,2907.9,Standard,2015,4,,
12003,850170,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58173.0,Married,Star,2908.88,Standard,2016,10,2018.0,5.0
12004,142906,Quebec,Montreal,H2Y 2W2,Male,Bachelor,46781.0,Married,Star,2911.92,Standard,2013,8,,
12005,871980,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,46781.0,Married,Star,2911.92,Standard,2014,3,,
12006,856667,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100255.0,Divorced,Star,2912.25,Standard,2016,3,,
12007,556626,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,82324.0,Single,Star,2912.91,Standard,2015,7,,
12008,968447,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,59569.0,Divorced,Star,2914.96,Standard,2015,11,,
12009,400181,Quebec,Quebec City,G1B 3L5,Female,Bachelor,95276.0,Married,Star,2915.61,Standard,2018,7,,
12010,409102,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,95276.0,Married,Star,2915.61,Standard,2012,8,,
12011,291510,Ontario,Toronto,P1W 1K4,Female,Bachelor,92802.0,Married,Star,2915.65,Standard,2016,2,,
12012,615385,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,94259.0,Divorced,Star,2916.42,Standard,2016,12,2017.0,8.0
12013,232555,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62242.0,Married,Star,2919.71,Standard,2015,4,2018.0,10.0
12014,152740,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77288.0,Married,Star,2921.49,Standard,2017,12,,
12015,652498,Alberta,Calgary,T3E 2V9,Male,Bachelor,79075.0,Married,Star,2924.98,Standard,2017,5,,
12016,922926,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49217.0,Single,Star,2926.52,Standard,2014,9,,
12017,908201,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,87289.0,Married,Star,2927.07,Standard,2018,11,,
12018,565533,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,88142.0,Married,Star,2927.22,Standard,2016,11,,
12019,615022,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,47165.0,Married,Star,2927.52,Standard,2013,6,,
12020,778031,Ontario,Kingston,M9K 2P4,Female,Bachelor,47165.0,Married,Star,2927.52,Standard,2017,1,,
12021,977363,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69951.0,Married,Star,2927.73,Standard,2017,9,2018.0,5.0
12022,618124,Alberta,Calgary,T3E 2V9,Male,Bachelor,103965.0,Married,Star,2929.92,Standard,2015,4,,
12023,494179,Alberta,Banff,T4V 1D4,Male,Bachelor,56539.0,Married,Star,2930.69,Standard,2015,7,,
12024,963985,Quebec,Montreal,H4G 3T4,Female,College,67333.56143299186,Married,Star,2933.96,Standard,2015,1,,
12025,676631,Quebec,Montreal,H4G 3T4,Male,Bachelor,51795.0,Married,Star,2936.73,Standard,2018,5,,
12026,677213,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,51795.0,Married,Star,2936.73,Standard,2017,6,,
12027,876755,British Columbia,Victoria,V10 6T5,Female,Bachelor,92785.0,Single,Star,2937.42,Standard,2013,1,,
12028,186807,Ontario,Toronto,P1W 1K4,Male,Bachelor,70951.0,Married,Star,2939.33,Standard,2013,1,2017.0,7.0
12029,454690,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70951.0,Married,Star,2939.33,Standard,2017,3,,
12030,959478,Ontario,Trenton,K8V 4B2,Male,Bachelor,103424.0,Divorced,Star,2939.94,Standard,2016,7,,
12031,722988,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,79054.0,Divorced,Star,2941.83,Standard,2013,3,,
12032,970092,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85764.0,Married,Star,2944.18,Standard,2015,11,,
12033,383190,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,95770.0,Married,Star,2944.78,Standard,2015,4,,
12034,313254,Ontario,Toronto,P1J 8T7,Female,Bachelor,58372.0,Married,Star,2945.37,Standard,2015,10,,
12035,673401,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58372.0,Married,Star,2945.37,Standard,2014,3,,
12036,144830,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97333.0,Divorced,Star,2946.0,Standard,2012,5,,
12037,727428,Quebec,Montreal,H2T 2J6,Male,Bachelor,97333.0,Divorced,Star,2946.0,Standard,2018,1,2018.0,9.0
12038,174343,Ontario,Toronto,M1R 4K3,Male,Bachelor,97230.0,Single,Star,2946.15,Standard,2013,3,,
12039,339800,Alberta,Banff,T4V 1D4,Male,Bachelor,97230.0,Single,Star,2946.15,Standard,2016,10,2017.0,6.0
12040,362586,Quebec,Hull,J8Y 3Z5,Male,Bachelor,89419.0,Divorced,Star,2949.28,Standard,2013,4,,
12041,999731,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82837.0,Married,Star,2951.29,Standard,2013,9,2017.0,12.0
12042,722518,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61836.0,Married,Star,2956.36,Standard,2017,1,,
12043,750457,Ontario,Toronto,P1W 1K4,Male,Bachelor,100956.0,Divorced,Star,2957.1,Standard,2018,5,,
12044,905909,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,100956.0,Divorced,Star,2957.1,Standard,2015,1,,
12045,156313,Newfoundland,St. John's,A1C 6H9,Female,Master,128111.0,Single,Star,2959.95,Standard,2016,10,,
12046,501854,Ontario,Trenton,K8V 4B2,Male,College,67553.8875188087,Single,Star,2960.03,Standard,2014,5,2018.0,10.0
12047,821314,Quebec,Montreal,H2T 2J6,Male,High School or Below,65752.0,Married,Star,2961.31,Standard,2017,6,,
12048,160471,Ontario,Toronto,M2M 7K8,Female,High School or Below,52743.0,Married,Star,2962.72,Standard,2018,6,,
12049,113442,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,84453.0,Divorced,Star,2962.98,Standard,2018,9,,
12050,164794,British Columbia,Victoria,V10 6T5,Male,Bachelor,57668.0,Married,Star,2967.67,Standard,2018,6,,
12051,231508,Quebec,Montreal,H2T 2J6,Male,Bachelor,57668.0,Married,Star,2967.67,Standard,2014,2,,
12052,869164,Alberta,Edmonton,T9G 1W3,Male,Bachelor,48980.0,Married,Star,2974.31,Standard,2012,8,,
12053,820265,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,58651.0,Married,Star,2975.26,Standard,2018,8,,
12054,177029,Ontario,Kingston,M9K 2P4,Male,Bachelor,90879.0,Married,Star,2981.55,Standard,2017,10,,
12055,842855,Alberta,Banff,T4V 1D4,Male,College,66905.43705610104,Married,Star,2981.88,Standard,2014,12,,
12056,578114,Quebec,Montreal,H2T 9K8,Male,College,63260.591187838145,Single,Star,2987.95,Standard,2014,9,,
12057,941127,New Brunswick,Fredericton,E3B 2H2,Male,College,65293.998376960095,Married,Star,2989.91,Standard,2014,4,,
12058,111485,Ontario,Toronto,P5S 6R4,Female,Bachelor,90349.0,Divorced,Star,2989.96,Standard,2015,5,,
12059,280087,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,90349.0,Divorced,Star,2989.96,Standard,2013,11,,
12060,931183,Ontario,Toronto,P2T 6G3,Female,College,66782.95223546751,Single,Star,2991.7,Standard,2014,3,,
12061,920211,Ontario,London,M5B 3E4,Male,Bachelor,54234.0,Married,Star,9976.25,2018 Promotion,2018,2,,
12062,683660,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,69371.0,Divorced,Star,2996.89,Standard,2015,9,,
12063,989658,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,52808.0,Married,Star,2999.34,Standard,2015,12,2016.0,8.0
12064,793473,Quebec,Montreal,H4G 3T4,Female,Bachelor,88282.0,Married,Star,3000.44,Standard,2017,8,,
12065,379351,British Columbia,Whistler,V6T 1Y8,Male,College,62376.07088298254,Divorced,Star,3007.39,Standard,2016,7,,
12066,169054,Manitoba,Winnipeg,R2C 0M5,Male,College,63518.92594831658,Single,Star,3008.97,Standard,2012,7,,
12067,456433,Manitoba,Winnipeg,R2C 0M5,Female,College,63985.6726713525,Single,Star,3011.27,Standard,2017,1,,
12068,862258,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60452.0,Married,Star,3011.34,Standard,2016,2,,
12069,114927,British Columbia,Whistler,V6T 1Y8,Male,Doctor,190674.0,Divorced,Star,3013.44,Standard,2017,4,,
12070,426302,Ontario,Toronto,M8Y 4K8,Female,Bachelor,89394.0,Married,Star,3020.42,Standard,2017,8,,
12071,323448,Ontario,Toronto,P1J 8T7,Male,College,63576.99100824722,Single,Star,3021.94,Standard,2015,3,,
12072,707860,British Columbia,Vancouver,V5R 1W3,Female,College,68410.79778394951,Single,Star,3021.94,Standard,2018,10,,
12073,515605,Quebec,Tremblant,H5Y 2S9,Male,Doctor,279713.0,Single,Star,3023.89,Standard,2013,4,2018.0,1.0
12074,821820,British Columbia,Vancouver,V6E 3D9,Male,College,68149.91595075915,Single,Star,3028.78,Standard,2015,1,,
12075,237751,British Columbia,Vancouver,V6E 3D9,Female,College,66388.23688518888,Single,Star,3031.4,Standard,2018,6,,
12076,523296,Ontario,Toronto,P2T 6G3,Male,College,64305.74701952221,Single,Star,3031.4,Standard,2017,8,,
12077,566851,Ontario,Toronto,P1L 8X8,Female,Bachelor,85897.0,Married,Star,3032.82,Standard,2013,11,,
12078,420204,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,86920.0,Single,Star,3038.83,Standard,2017,10,,
12079,596033,Alberta,Banff,T4V 1D4,Female,Doctor,94871.0,Divorced,Star,3041.79,Standard,2015,8,2016.0,9.0
12080,107203,British Columbia,Vancouver,V5R 1W3,Female,Master,94014.0,Divorced,Star,3044.79,Standard,2016,3,,
12081,309480,Ontario,Sudbury,M5V 1G5,Female,Bachelor,71012.0,Married,Star,3045.06,Standard,2018,7,,
12082,499563,Ontario,Ottawa,K1G 4Z0,Male,College,66833.44644981044,Married,Star,10013.78,2018 Promotion,2018,4,2018.0,12.0
12083,171788,Ontario,Sudbury,M5V 1G5,Female,Bachelor,103061.0,Divorced,Star,10090.41,2018 Promotion,2018,2,,
12084,383701,Quebec,Quebec City,G1B 3L5,Male,Bachelor,62937.0,Married,Star,3055.7,Standard,2017,9,,
12085,678341,Ontario,Ottawa,K1F 2R2,Female,Bachelor,57018.0,Married,Star,3056.22,Standard,2017,6,,
12086,279821,Ontario,Trenton,K8V 4B2,Male,Bachelor,79531.0,Married,Star,3059.28,Standard,2012,12,,
12087,202784,British Columbia,Victoria,V10 6T5,Female,College,68590.08529390005,Single,Star,3059.43,Standard,2012,9,,
